"","KID","CaretypeBroad","Arrange97","Exp97Tot","Hours97Tot","Arrange","Hours97","Exp97"
"3170",6350033,"External",NA,0,0,NA,NA,NA
"3171",6350034,"External",NA,0,0,NA,NA,NA
"3172",6350035,"External",NA,0,0,NA,NA,NA
"3173",6357034,"External",NA,0,0,NA,NA,NA
"3174",6357035,"External","Care Center",0,30,6,30,0
"3175",6358037,"External",NA,0,0,NA,NA,NA
"3176",6358038,"External",NA,0,0,NA,NA,NA
"3177",6358041,"External",NA,0,0,NA,NA,NA
"3178",6358043,"External",NA,0,0,NA,NA,NA
"3179",6361030,"External",NA,0,0,NA,NA,NA
"3180",6361033,"External","Non Relative",45,21,4,21,45
"3181",6361034,"External","Non Relative",45,21,4,21,45
"3182",6365046,"External","Relative",0,40,1,40,0
"3183",6365048,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3184",6365049,"External",NA,0,0,NA,NA,NA
"3185",6365050,"External",NA,0,0,NA,NA,NA
"3186",6365051,"External","Relative",25,45,1,45,25
"3187",6365052,"External",NA,0,0,NA,NA,NA
"3188",6365053,"External","Relative",25,45,1,45,25
"3189",6366031,"External",NA,0,0,NA,NA,NA
"3190",6366032,"External",NA,0,0,NA,NA,NA
"3191",6367036,"External",NA,0,0,NA,NA,NA
"3192",6368033,"External",NA,0,0,NA,NA,NA
"3193",6368034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3194",6368035,"External",NA,0,0,NA,NA,NA
"3195",6368180,"External",NA,0,0,NA,NA,NA
"3196",6370036,"External",NA,0,0,NA,NA,NA
"3197",6370037,"External",NA,0,0,NA,NA,NA
"3198",6370038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3199",6370039,"External","Care Center",0,15,6,15,0
"3200",6370040,"External","Relative",20,7,3,4,20
"3201",6370041,"External","Care Center",0,19,6,7,0
"3202",6370042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3203",6375033,"External","Non Relative",150,45,4,45,150
"3204",6375034,"External","Non Relative",150,45,4,45,150
"3205",6376034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3206",6376175,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3207",6377035,"External",NA,0,0,NA,NA,NA
"3208",6377036,"External",NA,0,0,NA,NA,NA
"3209",6377037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3210",6381038,"External",NA,0,0,NA,NA,NA
"3211",6381040,"External",NA,0,0,NA,NA,NA
"3212",6381178,"External",NA,0,0,NA,NA,NA
"3213",6396030,"External",NA,0,0,NA,NA,NA
"3214",6396031,"External",NA,0,0,NA,NA,NA
"3215",6398031,"External",NA,0,0,NA,NA,NA
"3216",6406035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3217",6406037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3218",6411033,"External",NA,0,0,NA,NA,NA
"3219",6411034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3220",6412032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3221",6412033,"External","Care Center",98,8,6,8,98
"3222",6413036,"External",NA,0,0,NA,NA,NA
"3223",6413037,"External",NA,0,0,NA,NA,NA
"3224",6413038,"External",NA,0,0,NA,NA,NA
"3225",6413039,"External",NA,0,0,NA,NA,NA
"3226",6413040,"External",NA,0,0,NA,NA,NA
"3227",6413042,"External","Relative",25,40,3,40,25
"3228",6414173,"External","Unkown Type",56,25,97,25,56
"3229",6418036,"External",NA,0,0,NA,NA,NA
"3230",6418176,"External","Head Start",0,40,5,40,0
"3231",6434030,"External","Care Center",75,40,6,40,75
"3232",6434172,"External",NA,0,0,NA,NA,NA
"3233",6436046,"External","Relative",25,40,3,40,25
"3234",6436047,"External","Relative",0,8,3,8,0
"3235",6436048,"External","Relative",40,30,3,30,40
"3236",6436049,"External","Care Center",75,50,6,50,75
"3237",6438032,"External",NA,0,0,NA,NA,NA
"3238",6444034,"External",NA,0,0,NA,NA,NA
"3239",6444035,"External",NA,0,0,NA,NA,NA
"3240",6472030,"External",NA,0,0,NA,NA,NA
"3241",6475037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3242",6475038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3243",6475040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3244",6475041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3245",6475042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3246",6475043,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3247",6476035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3248",6478031,"External",NA,0,0,NA,NA,NA
"3249",6478045,"External",NA,0,0,NA,NA,NA
"3250",6478048,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3251",6478052,"External","Non Relative",50,50,4,50,50
"3252",6484044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3253",6485036,"External","Before/After School Prog.",32,10,7,10,32
"3254",6485039,"External","Non Relative",40,12,4,12,40
"3255",6485041,"External","Non Relative",0,48,4,48,0
"3256",6485042,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3257",6485178,"External","Non Relative",9998,42,4,42,9998
"3258",6485181,"External","Unkown Type",0,40,99,40,0
"3259",6485183,"External",NA,0,0,NA,NA,NA
"3260",6485184,"External",NA,0,0,NA,NA,NA
"3261",6494035,"External",NA,0,0,NA,NA,NA
"3262",6494036,"External","Head Start",63,40,5,40,63
"3263",6498033,"External",NA,0,0,NA,NA,NA
"3264",6498192,"External",NA,0,0,NA,NA,NA
"3265",6498193,"External","Non Relative",0,10,4,10,0
"3266",6499034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3267",6499039,"External","Relative",0,40,1,40,0
"3268",6499180,"External",NA,0,0,NA,NA,NA
"3269",6516033,"External","Relative",0,25,3,25,0
"3270",6519038,"External","Care Center",65,58,6,58,65
"3271",6519040,"External","Relative",0,40,3,40,0
"3272",6522030,"External",NA,0,0,NA,NA,NA
"3273",6522032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3274",6537036,"External",NA,0,0,NA,NA,NA
"3275",6537037,"External",NA,0,0,NA,NA,NA
"3276",6537038,"External",NA,0,0,NA,NA,NA
"3277",6537039,"External",NA,0,0,NA,NA,NA
"3278",6539174,"External",NA,0,0,NA,NA,NA
"3279",6541031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3280",6545037,"External",NA,0,0,NA,NA,NA
"3281",6545039,"External",NA,0,0,NA,NA,NA
"3282",6545040,"External","Relative",30,40,1,40,30
"3283",6545041,"External",NA,0,0,NA,NA,NA
"3284",6545178,"External",NA,0,0,NA,NA,NA
"3285",6545180,"External",NA,0,0,NA,NA,NA
"3286",6546034,"External",NA,0,0,NA,NA,NA
"3287",6546036,"External","Care Center",51.25,37,6,37,51.25
"3288",6546037,"External",NA,0,0,NA,NA,NA
"3289",6547032,"External","Non Relative",36,8.5,4,8.5,36
"3290",6547172,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3291",6549030,"External",NA,0,0,NA,NA,NA
"3292",6549031,"External",NA,0,0,NA,NA,NA
"3293",6553030,"External","Care Center",0,27.5,6,27.5,0
"3294",6553031,"External","Care Center",65,40,6,40,65
"3295",6553032,"External","Care Center",65,40,6,40,65
"3296",6553171,"External",NA,0,0,NA,NA,NA
"3297",6557031,"External",NA,0,0,NA,NA,NA
"3298",6560033,"External",NA,0,0,NA,NA,NA
"3299",6560181,"External",NA,0,0,NA,NA,NA
"3300",6571038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3301",6571177,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3302",6575031,"External",NA,0,0,NA,NA,NA
"3303",6575032,"External",NA,0,0,NA,NA,NA
"3304",6577038,"External",NA,0,0,NA,NA,NA
"3305",6577039,"External","Care Center",100,40,6,40,100
"3306",6577040,"External","Care Center",100,40,6,40,100
"3307",6577041,"External",NA,0,0,NA,NA,NA
"3308",6583044,"External",NA,0,0,NA,NA,NA
"3309",6583045,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3310",6583046,"External",NA,0,0,NA,NA,NA
"3311",6583047,"External",NA,0,0,NA,NA,NA
"3312",6583048,"External","Care Center",0,30,6,30,0
"3313",6583049,"External","Relative",0,10,1,10,0
"3314",6583050,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3315",6583051,"External",NA,0,0,NA,NA,NA
"3316",6583052,"External","Relative",0,10,1,10,0
"3317",6583200,"External",NA,0,0,NA,NA,NA
"3318",6588040,"External",NA,0,0,NA,NA,NA
"3319",6588041,"External",NA,0,0,NA,NA,NA
"3320",6588042,"External",NA,0,0,NA,NA,NA
"3321",6589034,"External",NA,0,0,NA,NA,NA
"3322",6589035,"External",NA,0,0,NA,NA,NA
"3323",6590039,"External",NA,0,0,NA,NA,NA
"3324",6590040,"External",NA,0,0,NA,NA,NA
"3325",6590041,"External",NA,0,0,NA,NA,NA
"3326",6590045,"External","Care Center",40,36,6,36,40
"3327",6590046,"External","Care Center",0,40,6,40,0
"3328",6590047,"External",NA,0,0,NA,NA,NA
"3329",6591036,"External",NA,0,0,NA,NA,NA
"3330",6591038,"External",NA,0,0,NA,NA,NA
"3331",6598034,"External",NA,0,0,NA,NA,NA
"3332",6598035,"External","Care Center",40,35,6,35,40
"3333",6598036,"External","Non Relative",125,44,4,44,125
"3334",6598037,"External","Non Relative",60,35,4,35,60
"3335",6602032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3336",6602034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3337",6602035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3338",6602036,"External",NA,0,0,NA,NA,NA
"3339",6602040,"External",NA,0,0,NA,NA,NA
"3340",6602041,"External","Relative",0,40,3,40,0
"3341",6602181,"External",NA,0,0,NA,NA,NA
"3342",6602192,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3343",6602194,"External","Relative",0,32,3,24,0
"3344",6605033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3345",6605035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3346",6605036,"External",NA,0,0,NA,NA,NA
"3347",6605037,"External","Care Center",0,35,6,35,0
"3348",6605038,"External","Care Center",0,35,6,35,0
"3349",6605202,"External","Care Center",90,45,6,45,90
"3350",6607180,"External",NA,0,0,NA,NA,NA
"3351",6615033,"External",NA,0,0,NA,NA,NA
"3352",6615036,"External","Unkown Type",62,40,99,40,62
"3353",6616033,"External",NA,0,0,NA,NA,NA
"3354",6616034,"External",NA,0,0,NA,NA,NA
"3355",6616035,"External",NA,0,0,NA,NA,NA
"3356",6616036,"External",NA,0,0,NA,NA,NA
"3357",6616177,"External","Relative",10,10,3,10,10
"3358",6616181,"External",NA,0,0,NA,NA,NA
"3359",6616183,"External",NA,0,0,NA,NA,NA
"3360",6624034,"External",NA,0,0,NA,NA,NA
"3361",6625033,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3362",6625034,"External","Care Center",69.2307692307692,40,6,40,69.2307692307692
"3363",6625035,"External","Care Center",61.5384615384615,40,6,40,61.5384615384615
"3364",6625175,"External",NA,0,0,NA,NA,NA
"3365",6626032,"External",NA,0,0,NA,NA,NA
"3366",6626034,"External",NA,0,0,NA,NA,NA
"3367",6626035,"External",NA,0,0,NA,NA,NA
"3368",6626036,"External",NA,0,0,NA,NA,NA
"3369",6626037,"External","Non Relative",50,50,4,50,50
"3370",6626038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3371",6626039,"External","Non Relative",50,40,4,40,50
"3372",6633036,"External",NA,0,0,NA,NA,NA
"3373",6633037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3374",6635042,"External",NA,0,0,NA,NA,NA
"3375",6635044,"External",NA,0,0,NA,NA,NA
"3376",6635050,"External","Relative",0,70,1,40,0
"3377",6635052,"External",NA,0,0,NA,NA,NA
"3378",6635053,"External","Care Center",45,30,6,30,45
"3379",6638035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3380",6646037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3381",6646038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3382",6646039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3383",6646040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3384",6646179,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3385",6649034,"External","Relative",0,72,1,72,0
"3386",6649035,"External","Relative",0,20,1,20,0
"3387",6655035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3388",6655036,"External",NA,0,0,NA,NA,NA
"3389",6655037,"External",NA,0,0,NA,NA,NA
"3390",6655038,"External","Care Center",18,20,6,20,18
"3391",6655039,"External","Care Center",70,40,6,40,70
"3392",6657031,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3393",6657032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3394",6657033,"External","Care Center",60,40,6,40,60
"3395",6660031,"External",NA,0,0,NA,NA,NA
"3396",6660032,"External",NA,0,0,NA,NA,NA
"3397",6664031,"External",NA,0,0,NA,NA,NA
"3398",6664032,"External","Care Center",35,40,6,40,35
"3399",6664033,"External","Care Center",35,40,6,40,35
"3400",6664173,"External",NA,0,0,NA,NA,NA
"3401",6674032,"External","Non Relative",30,6,4,6,30
"3402",6674175,"External",NA,0,0,NA,NA,NA
"3403",6680030,"External",NA,0,0,NA,NA,NA
"3404",6682033,"External","Care Center",65,40,6,40,65
"3405",6682175,"External",NA,0,0,NA,NA,NA
"3406",6684033,"External","Relative",40,45,3,45,40
"3407",6684034,"External","Relative",30,40,3,40,30
"3408",6684035,"External","Relative",40,50,3,50,40
"3409",6684036,"External",NA,0,0,NA,NA,NA
"3410",6684038,"External",NA,0,0,NA,NA,NA
"3411",6684040,"External","Relative",40,40,3,40,40
"3412",6684041,"External","Relative",40,70,3,70,40
"3413",6684042,"External","Relative",60,40,3,40,60
"3414",6694032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3415",6698033,"External","Relative",30,40,3,40,30
"3416",6699032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3417",6706034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3418",6706037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3419",6706038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3420",6706195,"External",NA,0,0,NA,NA,NA
"3421",6707033,"External",NA,0,0,NA,NA,NA
"3422",6707034,"External","Relative",70,102.5,3,102.5,70
"3423",6710034,"External",NA,0,0,NA,NA,NA
"3424",6710035,"External",NA,0,0,NA,NA,NA
"3425",6714171,"External",NA,0,0,NA,NA,NA
"3426",6716031,"External","Care Center",87.5,40,6,40,87.5
"3427",6716032,"External","Relative",60,9,3,9,60
"3428",6716174,"External","Relative",60,9,3,9,60
"3429",6721032,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3430",6721034,"External",NA,0,0,NA,NA,NA
"3431",6722031,"External",NA,0,0,NA,NA,NA
"3432",6724034,"External",NA,0,0,NA,NA,NA
"3433",6724035,"External",NA,0,0,NA,NA,NA
"3434",6724036,"External",NA,0,0,NA,NA,NA
"3435",6724037,"External",NA,0,0,NA,NA,NA
"3436",6724039,"External","Care Center",65,8,6,8,65
"3437",6724040,"External","Care Center",65,45,6,45,65
"3438",6724204,"External",NA,0,0,NA,NA,NA
"3439",6733034,"External","Non Relative",23,6,4,6,23
"3440",6733035,"External","Non Relative",23,6,4,6,23
"3441",6735038,"External",NA,0,0,NA,NA,NA
"3442",6735041,"External",NA,0,0,NA,NA,NA
"3443",6735042,"External","Relative",50,40,3,40,50
"3444",6735043,"External",NA,0,0,NA,NA,NA
"3445",6735044,"External","Relative",50,40,3,40,50
"3446",6735045,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3447",6736035,"External",NA,0,0,NA,NA,NA
"3448",6736036,"External",NA,0,0,NA,NA,NA
"3449",6736037,"External",NA,0,0,NA,NA,NA
"3450",6736038,"External","Care Center",0,30,6,30,0
"3451",6736039,"External","Unkown Type",0,25,97,25,0
"3452",6736040,"External",NA,0,0,NA,NA,NA
"3453",6738034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3454",6738181,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3455",6738182,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3456",6740033,"External",NA,0,0,NA,NA,NA
"3457",6740034,"External",NA,0,0,NA,NA,NA
"3458",6740035,"External",NA,0,0,NA,NA,NA
"3459",6750034,"External",NA,0,0,NA,NA,NA
"3460",6750035,"External",NA,0,0,NA,NA,NA
"3461",6750036,"External","Non Relative",135,61,4,45,85
"3462",6750037,"External","Non Relative",160,66,4,50,110
"3463",6750184,"External","Care Center",19.2307692307692,9,6,9,19.2307692307692
"3464",6750185,"External","Care Center",85,40,6,40,85
"3465",6765032,"External",NA,0,0,NA,NA,NA
"3466",6765033,"External","Relative",0,30,3,30,0
"3467",6765034,"External","Care Center",0,15,6,15,0
"3468",6765035,"External","Care Center",0,45,6,15,0
"3469",6765036,"External","Care Center",0,10,6,10,0
"3470",6765037,"External","Care Center",40,40,6,40,40
"3471",6769038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3472",6769039,"External",NA,0,0,NA,NA,NA
"3473",6769040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3474",6779037,"External",NA,0,0,NA,NA,NA
"3475",6779038,"External",NA,0,0,NA,NA,NA
"3476",6780174,"External",NA,0,0,NA,NA,NA
"3477",6784193,"External",NA,0,0,NA,NA,NA
"3478",6785033,"External",NA,0,0,NA,NA,NA
"3479",6785037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3480",6785038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3481",6788034,"External",NA,0,0,NA,NA,NA
"3482",6788035,"External",NA,0,0,NA,NA,NA
"3483",6789032,"External",NA,0,0,NA,NA,NA
"3484",6790035,"External",NA,0,0,NA,NA,NA
"3485",6790036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3486",6790037,"External",NA,0,0,NA,NA,NA
"3487",6793036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3488",6793037,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3489",6793038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3490",6793040,"External",NA,0,0,NA,NA,NA
"3491",6800038,"External","Care Center",60,40,6,40,60
"3492",6801033,"External",NA,0,0,NA,NA,NA
"3493",6801038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3494",6801039,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3495",6801040,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3496",6801185,"External",NA,0,0,NA,NA,NA
"3497",6801186,"External","Relative",0,14,3,14,0
"3498",6802174,"External",NA,0,0,NA,NA,NA
"3499",6802175,"External","Relative",45,64,1,40,0
"3500",6803033,"External",NA,0,0,NA,NA,NA
"3501",6816032,"External",NA,0,0,NA,NA,NA
"3502",6816033,"External",NA,0,0,NA,NA,NA
"3503",6820034,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3504",6820035,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3505",6820036,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3506",6820037,"External","Relative",0,48,3,48,0
"3507",6822032,"External","Non Relative",75,32,4,32,75
"3508",6822173,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3509",6822175,"External",NA,0,0,NA,NA,NA
"3510",6822177,"External","Non Relative",75,32,4,32,75
"3511",6826032,"External",NA,0,0,NA,NA,NA
"3512",6826033,"External",NA,0,0,NA,NA,NA
"3513",6828031,"External",NA,0,0,NA,NA,NA
"3514",6828032,"External",NA,0,0,NA,NA,NA
"3515",6830030,"External","Relative",40,50,3,50,40
"3516",6830031,"External","Care Center",40,4,6,4,40
"3517",6832035,"External",NA,0,0,NA,NA,NA
"3518",6832036,"External",NA,0,0,NA,NA,NA
"3519",6832038,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3520",6832039,"External",NA,0,0,NA,NA,NA
"3521",6832040,"External",NA,0,0,NA,NA,NA
"3522",6832041,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3523",6832042,"External","Non Relative",50,32,4,32,50
"3524",6832044,"Never Care for by Other","Never Cared for By Other",0,0,0,NA,NA
"3525",6832176,"External",NA,0,0,NA,NA,NA
"3526",6832177,"External",NA,0,0,NA,NA,NA
"3527",6837034,"External","Relative",0,8,3,8,0
"3528",6838033,"External","Care Center",30,35,6,35,30
"3529",6839035,"External",NA,0,0,NA,NA,NA
